gene,ensembl_id,span_kb,whole_cell_CPM,nuclear_CPM,ratio
Ssr4,ENSMUSG00000002014,6.666,166.8306016964823,41.70996006506178,0.25001384422832335
Vegfb,ENSMUSG00000024962,6.68,162.43252790479931,42.99123367083141,0.2646713329243285
Nop16,ENSMUSG00000025869,6.68,20.548313335866837,8.045078024115304,0.3915201161582793
Shisa8,ENSMUSG00000096883,6.68,3.433079361229288,2.011097154517066,0.5857997858217148
Dhrs1,ENSMUSG00000002332,6.681,87.94749201447685,55.06999039645614,0.6261689689501457
Syf2,ENSMUSG00000028821,6.683,53.57315500018523,33.12184814583679,0.6182545744360636
Tomm40l,ENSMUSG00000005674,6.699,40.18304789386033,16.239971717250484,0.40414982358099893
Ppp4c,ENSMUSG00000030697,6.7,57.25350087587466,16.323446360099073,0.2851082660515072
Rpl21,ENSMUSG00000041453,6.709,830.7383675967545,181.5046175893035,0.21848589720778006
Dmwd,ENSMUSG00000030410,6.709,74.48199127869873,40.60269217503965,0.545134353660221
Nme2,ENSMUSG00000020857,6.713,59.340856964206544,5.129063326965371,0.08643392747191264
Srp14,ENSMUSG00000009549,6.715,563.7229028521947,120.75145921164729,0.21420357164964737
Prxl2b,ENSMUSG00000029059,6.716,77.4139624600922,23.96803250801145,0.30960865128648146
Sstr2,ENSMUSG00000047904,6.717,2.5911299811270534,4.100131613606608,1.5823720320750527
Sirt4,ENSMUSG00000029524,6.719,4.614014403550204,9.868955122818713,2.138908607486173
Gatd1,ENSMUSG00000051007,6.727,33.26295220844602,14.242057957473419,0.4281657824063229
Zdhhc24,ENSMUSG00000006463,6.729,12.584376772568872,19.452574979571256,1.545771819385885
Grn,ENSMUSG00000034708,6.733,42.60141002879937,40.87423925988591,0.9594574271662403
Zfp263,ENSMUSG00000022529,6.733,9.1764905946504,12.509414608778053,1.3632024661007818
Qng1,ENSMUSG00000021550,6.735,14.974844059585356,13.002053416980404,0.8682596870621718
Eno3,ENSMUSG00000060600,6.747,12.914314325346997,7.106689996852512,0.5502955726347911
Coq10a,ENSMUSG00000039914,6.75,30.233101206480455,18.018985159010615,0.596001880056825
Zfp707,ENSMUSG00000034429,6.751,5.87704869441728,6.673749829220911,1.135561431634969
Tsc22d4,ENSMUSG00000029723,6.751,81.20294965725677,65.41211759766672,0.8055386888500929
Spata24,ENSMUSG00000024352,6.752,4.09411738745068,3.6629198156674425,0.8946787473400377
Cish,ENSMUSG00000032578,6.758,20.67064142336137,5.805037323767223,0.28083489064865375
Thoc6,ENSMUSG00000041319,6.76,9.78424319128886,7.823519957762227,0.7996039964263858
Ppib,ENSMUSG00000032383,6.761,88.60758504944472,57.14469854514707,0.644918812686964
Pgam1,ENSMUSG00000011752,6.763,548.8908071869206,171.24215825882794,0.3119785502264984
Ccdc59,ENSMUSG00000019897,6.766,29.735066471407766,23.977736984831537,0.8063791284235977
Iscu,ENSMUSG00000025825,6.769,471.01536996076175,110.16174617808299,0.2338814255408695
Urod,ENSMUSG00000028684,6.77,18.399639156524202,16.212515149219588,0.8811322336976866
Ccng1,ENSMUSG00000020326,6.771,47.30530158719397,23.73733409731699,0.5017901440404922
Dph3,ENSMUSG00000021905,6.776,119.26011536856268,35.948901929388995,0.30143272810270344
Zmynd15,ENSMUSG00000040829,6.781,1.6468632964340253,1.2197388350073874,0.7406436451941725
Stk16,ENSMUSG00000026201,6.781,72.76220214242778,28.18168517680575,0.38731215310995865
Trmt2a,ENSMUSG00000022721,6.783,11.514640850035855,12.977753513129294,1.1270654189000504
Irf9,ENSMUSG00000002325,6.784,15.222753713312217,16.188439044284824,1.063436967394941
Hnrnpa1,ENSMUSG00000046434,6.786,174.48967405656768,35.45450892396264,0.2031897252124425
Lyz2,ENSMUSG00000069516,6.789,5.0077417198672105,4.241091347816033,0.8469069662659225
Fst,ENSMUSG00000021765,6.79,3.090077050492876,1.5222644652976824,0.49262993783759434
Ankrd49,ENSMUSG00000031931,6.792,15.346448765838742,13.59620105897917,0.8859509627559159
Rap2b,ENSMUSG00000036894,6.792,13.678141237148893,9.293091872613191,0.6794118960677048
Maged1,ENSMUSG00000025151,6.793,305.2072430599956,167.03127749060843,0.547271669623432
Tmem18,ENSMUSG00000043061,6.796,17.839221429911955,11.146968606345107,0.6248573487436173
Fem1a,ENSMUSG00000043683,6.8,38.580892414434174,22.414956273815292,0.5809859459194169
Kcnab3,ENSMUSG00000018470,6.804,3.1392176455596887,2.174049630033121,0.6925450464093296
Kcnj11,ENSMUSG00000096146,6.811,2.680346318257007,2.1317081123166477,0.7953107021270552
Timm50,ENSMUSG00000003438,6.817,18.14430131310991,9.080046379009541,0.5004351626617268
Zfp628,ENSMUSG00000074406,6.821,7.545186451689261,3.8412476540722804,0.5090991029402964
2410004B18Rik,ENSMUSG00000036873,6.827,53.36915830668078,27.66573236992785,0.5183842737588131
Slc22a17,ENSMUSG00000022199,6.828,107.3701057018613,64.47356976181524,0.6004797083914724
Spag4,ENSMUSG00000038180,6.829,3.501041199195159,3.69202133001722,1.0545495239718874
Shd,ENSMUSG00000039154,6.835,20.191161008937428,18.543646566373774,0.9184041748845251
Mycn,ENSMUSG00000037169,6.839,5.541384070161551,3.6935279660754836,0.6665352769832111
Tmem60,ENSMUSG00000045435,6.842,71.60757484280788,29.54685251376923,0.41262188502585295
Psme1,ENSMUSG00000022216,6.844,43.31903837168014,24.772223283344847,0.5718553369259394
Ogfr,ENSMUSG00000049401,6.849,14.068771915376573,7.406837729617075,0.526473652012349
Rnd2,ENSMUSG00000001313,6.854,45.65205197401993,10.463701447020192,0.22920550105776114
Mcrip1,ENSMUSG00000061111,6.855,197.5407157323732,52.35601461357354,0.26503910558117605
Tst,ENSMUSG00000044986,6.86,3.1065202781456507,1.909099081992799,0.6145458297579122
Ntsr2,ENSMUSG00000020591,6.86,2.637043804923845,1.9937231368177546,0.7560447547724112
Stmn1,ENSMUSG00000028832,6.861,715.8856175729198,314.2986121129958,0.43903467872223517
Slc2a6,ENSMUSG00000036067,6.866,19.466583232768663,17.110862517311578,0.8789864308857431
Atp6v0c,ENSMUSG00000024121,6.868,1182.9999684224263,357.1472797256753,0.30189965279707
Sirt7,ENSMUSG00000025138,6.869,21.746019903073826,27.170056676034683,1.2494266443761584
Zfp526,ENSMUSG00000046541,6.869,1.028115615696729,1.25023469851406,1.2160448488731554
Fabp3,ENSMUSG00000028773,6.871,123.49826214270516,44.1835567626003,0.3577666276108821
Gdi1,ENSMUSG00000015291,6.873,485.06702126311626,263.99043952526387,0.5442349777517997
Zfp959,ENSMUSG00000003198,6.876,1.762534034813088,3.4049255969518484,1.9318353743523209
Tmed3,ENSMUSG00000032353,6.882,56.68094524810993,11.659035929447967,0.20569586266447712
Emd,ENSMUSG00000001964,6.883,34.86316127105699,22.584461978746905,0.6478030435380017
Faap20,ENSMUSG00000073684,6.885,133.5447159396295,39.45577928214515,0.2954499472669635
Slc7a3,ENSMUSG00000031297,6.886,1.3603167941949776,3.561014459899985,2.617783206894361
Ulk3,ENSMUSG00000032308,6.892,20.480147519563815,9.53692990075485,0.465667051062236
Rplp2,ENSMUSG00000025508,6.893,1024.0514619007763,218.89260287819292,0.213751565250343
Hspa5,ENSMUSG00000026864,6.898,118.34499631406035,69.29885633912731,0.5855664244158165
Gamt,ENSMUSG00000020150,6.9,57.436434829578175,29.03960122641134,0.5055954693667154
Mat2a,ENSMUSG00000053907,6.905,162.76906229397866,112.37701019860751,0.6904076770783528
2310030G06Rik,ENSMUSG00000032062,6.907,1.9380283591197904,1.5944239425824516,0.8227041338582907
Exosc8,ENSMUSG00000027752,6.907,11.352364315445021,11.611513078659822,1.0228277349117687
Gstm7,ENSMUSG00000004035,6.909,7.191423115824474,2.0437314962747113,0.2841901336298169
Tent5a,ENSMUSG00000032265,6.909,4.672489140478489,3.5772121459548107,0.7655902535898638
Pfdn5,ENSMUSG00000001289,6.917,700.1358735824541,97.76174264777784,0.13963252896548595
Fdxacb1,ENSMUSG00000037845,6.919,6.494120311356759,4.2664020413899815,0.6569638129322923
Ndufaf4,ENSMUSG00000028261,6.922,53.53076051587127,67.88182365347923,1.2680900289722772
Ndufa11,ENSMUSG00000002379,6.925,610.9697597132457,165.09038030207793,0.2702103953222855
Polr1g,ENSMUSG00000047649,6.927,9.188869705911038,12.381564617968175,1.3474524086464446
Ndufb8,ENSMUSG00000025204,6.928,649.6385493977438,206.1888750639676,0.31739014757532136
Ctu1,ENSMUSG00000038888,6.93,4.6141843664786215,2.2859789160660364,0.4954242688422554
Srsf6,ENSMUSG00000016921,6.935,95.16715450733616,49.549367149138774,0.5206561802299043
Ache,ENSMUSG00000023328,6.947,191.5017138429928,94.2607214384953,0.4922186833052427
Idi1,ENSMUSG00000058258,6.95,160.73609360832478,56.47853699232292,0.3513743287176528
D8Ertd738e,ENSMUSG00000019362,6.955,491.5320015983672,69.28452260481257,0.14095628032256838
Dda1,ENSMUSG00000074247,6.957,269.3279695797563,68.37748826417875,0.2538818689008461
Rnf215,ENSMUSG00000003581,6.958,12.510306269059084,12.71454807424328,1.0163258836987337
Snrpf,ENSMUSG00000020018,6.959,112.35002857941645,32.07220477131172,0.2854668145334824
Vgf,ENSMUSG00000037428,6.959,108.76297195975751,35.33384030228103,0.3248701250583205
Rab26,ENSMUSG00000079657,6.969,2.644824119298722,2.3603639767687774,0.8924464804845438
Trappc2l,ENSMUSG00000015013,6.972,175.63979407489177,34.359733533821526,0.1956261319639827
Gtf3a,ENSMUSG00000016503,6.973,38.781140385428664,17.780887313906977,0.4584931525269905
Trp53rkb,ENSMUSG00000042854,6.974,9.288891355037153,6.9519100646717025,0.7484111718996305
Gnl3,ENSMUSG00000042354,6.975,21.063604954919494,36.54950304347978,1.7351969485614327
Hmox1,ENSMUSG00000005413,6.976,11.350730774627923,3.9129618895445066,0.3447321557737126
Gimap6,ENSMUSG00000047867,6.99,2.5970555383031066,2.954961778742305,1.137812316741232
Eif4a2,ENSMUSG00000022884,6.992,798.7310842717789,167.02645725629677,0.20911475782688307
Tmem167b,ENSMUSG00000068732,7.006,27.28376963676185,13.071581900647843,0.47909735621852406
Slc25a39,ENSMUSG00000018677,7.017,195.65004879128549,66.49287500849499,0.33985616369269556
Ran,ENSMUSG00000029430,7.019,310.4846899219386,94.29039097685789,0.30368773094919493
B3gat3,ENSMUSG00000071649,7.019,173.75071771403591,71.68705420597972,0.41258565805733477
Nfkbid,ENSMUSG00000036931,7.021,1.110192897210248,2.4000615343907765,2.1618419109163636
Eral1,ENSMUSG00000020832,7.022,13.094477336758253,9.233606764047673,0.7051527545988788
Repin1,ENSMUSG00000052751,7.024,9.36159266019022,6.278871603171192,0.670705491157699
Inha,ENSMUSG00000032968,7.027,14.145468133963126,16.261579971940453,1.1495964515233372
Abhd8,ENSMUSG00000007950,7.028,86.58750160643477,35.822287144265985,0.41371198475143256
Smco3,ENSMUSG00000043298,7.029,2.4765338129734262,2.62066409231986,1.058198389455214
Zfp689,ENSMUSG00000048921,7.03,3.220303595995363,5.050978708683113,1.5684790449460422
Ptov1,ENSMUSG00000038502,7.031,169.58128022447352,85.01828277904087,0.501342380871891
Tor2a,ENSMUSG00000009563,7.035,5.748274628006394,2.379145548875436,0.4138886366500146
Supt4a,ENSMUSG00000020485,7.037,113.31408799808119,30.909616923002424,0.2727782349845664
Cldn19,ENSMUSG00000066058,7.044,2.068529255253671,1.8359561898392787,0.887565977216082
Ptms,ENSMUSG00000030122,7.045,737.5778734637745,316.85545305978906,0.42958915181632157
Nsun5,ENSMUSG00000000916,7.046,11.421902090151667,7.771973021762049,0.6804447245667861
Zbtb45,ENSMUSG00000049600,7.047,11.356544663597434,6.919337148997627,0.6092819034276378
AI854703,ENSMUSG00000053297,7.048,17.185233429585022,9.664392896941722,0.5623661113793257
Wdr54,ENSMUSG00000030032,7.054,6.040694448896352,7.9069696504579685,1.3089504389520294
Rpl31,ENSMUSG00000073702,7.054,483.7709038182234,69.72890078478585,0.14413620214535772
Ramac,ENSMUSG00000038646,7.054,132.37873668948407,41.39133144337312,0.3126735643388352
Degs1,ENSMUSG00000038633,7.054,197.24542073805733,75.26694350978521,0.3815903214794527
Mrpl38,ENSMUSG00000020775,7.059,32.7882343123972,30.969746103813083,0.94453839169081
Ddx51,ENSMUSG00000029504,7.067,5.4556212418135495,4.395582394357479,0.8056978663893292
Srp19,ENSMUSG00000014504,7.069,171.97840922935515,55.565132174250635,0.3230936512509977
Spp1,ENSMUSG00000029304,7.07,10.021689161823451,4.759488988852549,0.4749188397284673
Reep2,ENSMUSG00000038555,7.072,140.0381426733842,74.2310949794575,0.5300776885665304
Rbis,ENSMUSG00000078784,7.074,58.63297114743276,32.240149189321016,0.5498638148193629
Rab29,ENSMUSG00000026433,7.074,3.446737677216428,2.9481289504144135,0.8553389397464419
Mrps17,ENSMUSG00000034211,7.076,80.13859204744985,37.31567490009731,0.4656392625166511
Atp5mc1,ENSMUSG00000006057,7.079,925.4641283003499,189.568722570581,0.20483638076683877
P3h4,ENSMUSG00000006931,7.079,10.60988663060755,3.034548935586713,0.2860114383157124
Gpr22,ENSMUSG00000044067,7.081,38.11281395543801,19.38431739522709,0.508603679011775
Lrrc14,ENSMUSG00000033728,7.093,31.982348631693455,19.76120231161093,0.617878397211524
Gm48551,ENSMUSG00000113262,7.094,3.102602384948873,2.6008872700987014,0.8382921648987132
Creld2,ENSMUSG00000023272,7.095,5.715213499937404,3.588979144837266,0.627969391673045
Eif6,ENSMUSG00000027613,7.097,65.03502129786233,30.668022474821115,0.4715616580543683
2010109A12Rik,ENSMUSG00000029384,7.098,1.0641340386409393,4.827383101558968,4.536442709533349
Mrpl20,ENSMUSG00000029066,7.1,198.49992680094138,56.77124283838876,0.28600132883333396
Twnk,ENSMUSG00000025209,7.102,8.490149247133838,12.040720173081853,1.4181988823278509
Pts,ENSMUSG00000032067,7.107,104.03039152900821,31.16181555629368,0.2995453068885587
Pnpo,ENSMUSG00000018659,7.109,26.328506172802314,11.057067023018716,0.41996560497765
Mbd6,ENSMUSG00000025409,7.111,33.042179363330725,78.96323068334854,2.389770656925242
Oprl1,ENSMUSG00000027584,7.123,11.561315308752722,5.217716721845791,0.45130822769755413
Odc1,ENSMUSG00000011179,7.124,52.59480010997187,27.769597918157206,0.5279913196759568
Cdc34,ENSMUSG00000020307,7.126,69.8402747937298,26.249426008067534,0.3758494090350312
Atp5f1b,ENSMUSG00000025393,7.129,495.6171582341538,367.6817786391662,0.7418665244544568
Pcdhb19,ENSMUSG00000043313,7.137,2.6736796687544637,6.927129502341073,2.5908599236078578
Ndufc1,ENSMUSG00000037152,7.139,643.7904272251346,152.99900699430222,0.23765343584519966
Syvn1,ENSMUSG00000024807,7.141,29.42748291478683,23.169267966535177,0.7873343443483234
Tmem17,ENSMUSG00000049904,7.147,10.067929785591938,6.645840371694347,0.6600999920763362
Hypk,ENSMUSG00000027245,7.149,196.9289121425794,23.425643839549476,0.1189548227564928
Tmem191,ENSMUSG00000055692,7.152,16.875471636760306,11.079128427775116,0.6565225948198772
Stac3,ENSMUSG00000040287,7.154,2.838480382636329,2.9806876239864875,1.0500997795229006
Slc35b1,ENSMUSG00000020873,7.157,54.73128636800757,26.547761918217635,0.4850564216545762
Chrac1,ENSMUSG00000068391,7.162,51.06212226406717,19.217406059391017,0.3763534535444576
Cdk2,ENSMUSG00000025358,7.167,1.0442084330935033,1.3903175109355341,1.3314559305144384
Mrps23,ENSMUSG00000023723,7.169,65.89438008485149,26.159627889131073,0.3969933074026282
Eme2,ENSMUSG00000073436,7.172,5.2333308832939105,5.993692354270282,1.1452920688435033
Pex11a,ENSMUSG00000030545,7.174,5.614882000306121,3.9274394113197224,0.6994696257384572
Arl2,ENSMUSG00000024944,7.174,150.26842573944558,66.87325586139504,0.4450253307194976
Cpxm1,ENSMUSG00000027408,7.178,4.8899556617287026,4.6892933034732955,0.9589643808376641
Tmem121,ENSMUSG00000049036,7.181,23.731907676462836,5.629952461649368,0.23723134854570166
Pnn,ENSMUSG00000020994,7.182,41.931307151663276,72.00144729306913,1.717128613058586
Mbl2,ENSMUSG00000024863,7.184,7.219380789143247,5.394044390994811,0.7471616401099884
Atp5f1d,ENSMUSG00000003072,7.186,683.3424145437966,199.56267042670964,0.2920390512565195
Ftsj3,ENSMUSG00000020706,7.19,7.891780971730153,7.084661743843231,0.8977266055940762
Sf3a2,ENSMUSG00000020211,7.191,9.696341538182265,12.655464315221778,1.3051793055542726
Pgghg,ENSMUSG00000062031,7.193,2.2798271480544425,1.189369659099462,0.5216929099710237
Eif2b2,ENSMUSG00000004788,7.195,25.024321029291936,12.376935376147328,0.49459625144912606
Hmga1,ENSMUSG00000046711,7.199,28.718743331952396,11.130698894483,0.3875761124303449
Bloc1s2,ENSMUSG00000057506,7.2,56.3505899326922,20.519271983086817,0.36413588584602224
Mapk11,ENSMUSG00000053137,7.208,68.9942934830339,71.26892509363627,1.0329684021064975
Fzd5,ENSMUSG00000045005,7.217,9.66682572160254,2.227090726277979,0.23038490507810436
Bckdk,ENSMUSG00000030802,7.223,20.94740674945732,9.623722888791335,0.45942311637409033
Pih1d1,ENSMUSG00000003423,7.232,33.294845194054474,23.424940547047683,0.7035605785375666
Lipt1,ENSMUSG00000037216,7.232,1.656014779389162,1.8401992587441152,1.111221519063309
Kat5,ENSMUSG00000024926,7.233,38.40847085513961,21.67151360344406,0.5642378652662267
Gspt2,ENSMUSG00000071723,7.237,13.13503079955339,17.16567530539434,1.3068622043869131
Lrrc45,ENSMUSG00000025145,7.24,13.413350760421576,16.761834440252258,1.2496381209765248
1810062G17Rik,ENSMUSG00000027713,7.243,2.3026037840931317,1.5258780751204606,0.662675048856232
Rnf181,ENSMUSG00000055850,7.245,48.898776544698386,21.908018737219926,0.4480279525438392
Tle5,ENSMUSG00000054452,7.245,672.5834856327714,255.5199810049981,0.37990819944769094
Utp23,ENSMUSG00000022313,7.25,6.280255975094742,5.854931006274347,0.932275854597793
Asb6,ENSMUSG00000039483,7.255,16.41215935840705,9.362098569649575,0.5704367332293715
Hbb-bs,ENSMUSG00000052305,7.259,25.212220246319667,58.45895232365639,2.318675299220817
Epm2aip1,ENSMUSG00000046785,7.26,194.53182536621722,80.13815752801989,0.41195396885396646
Pdzd11,ENSMUSG00000015668,7.267,47.80845831285735,18.844919174325724,0.3941754208220865
Rplp0,ENSMUSG00000067274,7.278,779.3109384249827,117.00727910316637,0.15014196944244432
Icam5,ENSMUSG00000032174,7.286,1.1897403071851542,1.3105715321695384,1.101561008107948
2310033P09Rik,ENSMUSG00000020441,7.287,24.2274805715971,27.524465910056794,1.136084531312137
Zfp408,ENSMUSG00000075040,7.307,3.7583049079527897,18.40082071910454,4.896042543053743
Mex3d,ENSMUSG00000048696,7.311,20.99379854173938,11.290497888245001,0.5378015734407233
Zbtb33,ENSMUSG00000048047,7.313,10.840850876180559,4.012420828789346,0.37012047067314696
Atp5mk,ENSMUSG00000071528,7.321,1360.1296499857456,272.5147857749025,0.20035941851407954
Rfk,ENSMUSG00000024712,7.321,102.26722410217805,38.59497875032544,0.3773934326384386
Tex261,ENSMUSG00000014748,7.322,92.1191304682068,41.99504084409739,0.4558775211039491
Gtf2h5,ENSMUSG00000034345,7.326,262.75573402209733,80.83406650606948,0.3076395908424646
Tinf2,ENSMUSG00000007589,7.33,5.310456430115748,5.474968733633868,1.030978938568287
Fgg,ENSMUSG00000033860,7.333,2.0466839266092376,1.2944216601494922,0.6324482463171409
Nat8f1,ENSMUSG00000057103,7.333,8.947937041552771,4.206682322544656,0.4701287350379762
C2cd4c,ENSMUSG00000045912,7.339,7.239762854277638,5.308734929249782,0.733274699200002
Tuba4a,ENSMUSG00000026202,7.347,95.80947932059388,85.54211570940099,0.8928356183124987
Ltbr,ENSMUSG00000030339,7.352,17.85671402921458,7.4861638004954605,0.4192352404954058
Ift22,ENSMUSG00000007987,7.352,37.37421481297369,19.320544603930006,0.5169485085001244
Insig1,ENSMUSG00000045294,7.353,90.65139082049977,30.770001399197678,0.3394322041911727
Abhd17a,ENSMUSG00000003346,7.365,134.47541059083954,59.8554462111121,0.44510327909115494
Plpp2,ENSMUSG00000052151,7.367,45.66912039385269,13.360023748061952,0.2925395460399602
Ddx41,ENSMUSG00000021494,7.37,9.722259547223649,5.339952339583725,0.5492501319930958
Commd2,ENSMUSG00000036513,7.378,28.076489784206046,9.867562558291512,0.3514528573241496
Srsf7,ENSMUSG00000024097,7.378,86.54892448852952,52.48439560992451,0.6064130307809932
Snip1,ENSMUSG00000050213,7.381,9.11770086840023,6.144103534818088,0.6738654429991316
Tmco6,ENSMUSG00000006850,7.384,6.6222757739872415,7.424223044920386,1.121098440823508
Chmp2a,ENSMUSG00000033916,7.396,98.05532588334182,63.553383272817555,0.6481380047467096
Taf1c,ENSMUSG00000031832,7.401,6.803115351728865,9.839626534631554,1.4463412754174492
Dhh,ENSMUSG00000023000,7.406,8.412776611911475,3.4213505624371456,0.4066850601492172
Hmgn1,ENSMUSG00000040681,7.413,76.21279350968818,25.4503463293008,0.3339379801904984
Ric8a,ENSMUSG00000025485,7.415,79.19503052253776,35.85872893837704,0.45279013975721827
Susd2,ENSMUSG00000006342,7.418,138.89689329038984,74.10186365710857,0.5335026716701634
Tspan17,ENSMUSG00000025875,7.419,440.0947406169278,174.9041565043243,0.39742387345766156
Cfap119,ENSMUSG00000057176,7.426,1.3397815897675787,1.843429372617025,1.3759178262307796
Hapln4,ENSMUSG00000007594,7.427,5.260420971108522,3.680502330241111,0.6996592764068316
Pusl1,ENSMUSG00000051557,7.428,21.621766796698786,6.503415329852616,0.30078093945798906
Kmt5c,ENSMUSG00000059851,7.43,9.203318149940166,22.685600724105736,2.4649371405522063
Mri1,ENSMUSG00000004996,7.433,10.312112994960552,25.130852369986478,2.43702259491025
Nkpd1,ENSMUSG00000060621,7.435,1.2084560057184306,1.0177223072906685,0.8421674454632957
Nr1d1,ENSMUSG00000020889,7.436,6.405854609750803,8.845265599505789,1.3808096090788238
Lag3,ENSMUSG00000030124,7.445,3.143169657100366,1.4665819287921573,0.4665933082801223
Gpr37l1,ENSMUSG00000026424,7.447,26.14133385758491,8.548632736700478,0.32701593511916727
AI593442,ENSMUSG00000078307,7.448,62.67019025247234,41.12230478184813,0.6561700964395246
Cdk10,ENSMUSG00000033862,7.452,35.79692476565651,23.649780030162383,0.6606651321303423
Tprn,ENSMUSG00000048707,7.458,6.111117225753335,1.6770106685383899,0.2744196530007915
Hyal3,ENSMUSG00000036091,7.458,2.5329356675432417,2.097157485622608,0.8279552901778567
Trnp1,ENSMUSG00000056596,7.459,565.2479341325375,190.85568159377158,0.3376494986871024
Bhlhe41,ENSMUSG00000030256,7.461,67.38893798544139,25.027541767771805,0.3713894671137082
Npy,ENSMUSG00000029819,7.463,28.35744643990376,4.625999431325765,0.16313173476777496
Tpp1,ENSMUSG00000030894,7.463,29.54880768521324,20.71553390000704,0.7010615832859296
Ticam1,ENSMUSG00000047123,7.467,2.256989324422001,5.365098874522446,2.3771042319380085
Paqr4,ENSMUSG00000023909,7.47,51.586079116238885,25.777117881400436,0.4996913571065727
Zkscan4,ENSMUSG00000054931,7.474,2.0966548656971673,2.463667412574625,1.1750467150707806
Zfp213,ENSMUSG00000071256,7.478,5.500757931877764,5.129735870329072,0.9325507382539848
Ceacam10,ENSMUSG00000054169,7.484,9.447011611177398,3.168651245297801,0.33541307830602807
Cnn2,ENSMUSG00000004665,7.486,3.9330126443810998,3.9660642313751833,1.0084036310031452
Med29,ENSMUSG00000003444,7.488,43.01035212469718,24.167269671794752,0.5618942528470384
Syde1,ENSMUSG00000032714,7.495,3.077122998037791,2.4221166047882425,0.7871367528476337
Gpd1,ENSMUSG00000023019,7.497,6.0703047149828935,4.593939922332185,0.7567890143954875
C1qb,ENSMUSG00000036905,7.502,2.781176025269611,2.0926562814499308,0.752435754672186
Isl2,ENSMUSG00000032318,7.508,124.85501123077404,94.20769472607401,0.7545367526494112
Bcas2,ENSMUSG00000005687,7.511,124.88285228020486,65.10082435013824,0.5212951430999414
Ckmt1,ENSMUSG00000000308,7.511,147.5582199839566,85.87799822507779,0.5819939969078981
Tagln2,ENSMUSG00000026547,7.521,141.65728450681019,66.30368494463855,0.4680570093905124
Paxx,ENSMUSG00000047617,7.527,93.62564980647477,25.537832235790763,0.272765340358948
Foxred1,ENSMUSG00000039048,7.532,13.9026878213094,10.402944874726645,0.7482686088068158
Pced1a,ENSMUSG00000037773,7.536,10.84888824673363,13.085310019766585,1.2061429449885148
Polr2m,ENSMUSG00000032199,7.538,189.1050076769207,68.03898959325348,0.35979475334410876
Sdhd,ENSMUSG00000000171,7.553,95.69984111195778,20.726326241948836,0.21657639136204443
Pigm,ENSMUSG00000050229,7.553,11.546818349913831,11.280260871370505,0.9769150712806255
Isg20,ENSMUSG00000039236,7.555,3.1329519648511437,1.7501770049109198,0.5586351225765046
Arhgef25,ENSMUSG00000019467,7.558,71.11164901821046,74.4083786512888,1.046359909784037
Slc16a13,ENSMUSG00000044367,7.56,1.311785594977121,1.157262313458853,0.8822038585345473
Iah1,ENSMUSG00000062054,7.563,28.24145741008178,26.360868421840603,0.9334103420749867
Crip1,ENSMUSG00000006360,7.567,357.2148789424939,81.29122061057151,0.22756952580258605
Surf2,ENSMUSG00000014873,7.571,26.235425061837688,9.46069129812215,0.3606075097248478
Ndufb4,ENSMUSG00000022820,7.573,60.16646573542609,67.93463638555667,1.129111300708439
Trim21,ENSMUSG00000030966,7.576,4.3074994202771135,2.352832107269473,0.5462176259835941
Atg101,ENSMUSG00000037204,7.582,29.796810569493896,18.46015728483201,0.6195346727388199
Lum,ENSMUSG00000036446,7.587,2.605097033839708,5.095385839227301,1.9559293849861337
Zfp93,ENSMUSG00000055305,7.588,4.126421542209203,2.98468764974516,0.7233113774767709
Fmc1,ENSMUSG00000019689,7.602,68.14131310558896,22.127443058406726,0.3247287445740729
Polr2d,ENSMUSG00000024258,7.603,29.79539903366558,5.734520046112284,0.19246327393141793
Or2w1b,ENSMUSG00000060404,7.612,2.6947664108295197,2.9501561482750915,1.0947724954635145
Prr13,ENSMUSG00000023048,7.613,483.4708663801447,158.66353933600413,0.3281760088750617
Tspan6,ENSMUSG00000067377,7.613,14.263908630317133,2.7992876752858318,0.19624969199088277
Pdp2,ENSMUSG00000048371,7.619,11.541673525306551,5.712308050694995,0.49492892327703175
Nupr1,ENSMUSG00000030717,7.619,3.3101054678293695,5.352809047317159,1.6171113275213282
Znhit3,ENSMUSG00000020526,7.624,36.66525575544529,12.169885069142317,0.3319187284636607
Airim,ENSMUSG00000044730,7.628,4.886633612189008,9.29009989667181,1.9011247075080453
Atp6ap1,ENSMUSG00000019087,7.631,231.75354030897648,82.04569473924472,0.35402132209009823
Ssh3,ENSMUSG00000034616,7.634,11.200464596490999,18.444138958560796,1.6467298119346918
Llph,ENSMUSG00000020224,7.636,54.33259042915497,46.77300231392288,0.8608645739965382
Snx17,ENSMUSG00000029146,7.636,51.99748422121355,24.020426504948727,0.4619536284247585
Ech1,ENSMUSG00000053898,7.638,44.78347302785156,32.50030657103902,0.7257209942343364
Rabggta,ENSMUSG00000040472,7.642,12.652711590482491,6.570880136402687,0.5193258448525275
Slc35e4,ENSMUSG00000048807,7.644,27.02990754200233,15.238052117520338,0.5637478446362281
Ankzf1,ENSMUSG00000026199,7.647,8.187150990463259,14.836136464211005,1.8121244473801408
Lrfn3,ENSMUSG00000036957,7.648,14.22129086679762,9.607825399764321,0.6755944653516416
Hddc3,ENSMUSG00000030532,7.648,9.999840297617867,3.8725298541388344,0.3872591700350792
Nudt11,ENSMUSG00000073295,7.657,36.25582979406084,16.157111864084634,0.4456417617762364
Mrpl43,ENSMUSG00000025208,7.661,89.19197991208183,39.22668339914317,0.4398005676946473
